60.0944 72.3469 1
60.7085 72.3469 1
61.3226 72.3469 1
61.9367 72.3469 1
62.5508 72.3469 1.5485442813702
63.1649 72.3469 1.6370857623692
63.779 72.3469 1.2633887081238
64.3931 72.3469 1
65.0072 72.3469 1
65.6213 72.3469 1
66.2354 72.3469 1
66.8495 72.3469 1
67.4636 72.3469 1
68.0777 72.3469 1
68.6918 72.3469 1
69.3059 72.3469 1
69.92 72.3469 27.465308540085
70.5341 72.3469 31.098094214105
71.1482 72.3469 33.377646166165
71.7623 72.3469 39.253744244555
72.3764 72.3469 51.535148544148
72.9905 72.3469 53.211967045235
73.6046 72.3469 53.211967045235
74.2187 72.3469 53.211967080885
74.8328 72.3469 53.211967021195
75.4469 72.3469 53.211967009118
76.061 72.3469 53.211967127273
76.6751 72.3469 53.211967126138
77.2892 72.3469 53.211967030573
77.9033 72.3469 53.211967041919
60.0944 72.490839285714 1
60.7085 72.490839285714 1
61.3226 72.490839285714 1
61.9367 72.490839285714 1
62.5508 72.490839285714 1
63.1649 72.490839285714 1.4314645019281
63.779 72.490839285714 1
64.3931 72.490839285714 1
65.0072 72.490839285714 1
65.6213 72.490839285714 1
66.2354 72.490839285714 1
66.8495 72.490839285714 1
67.4636 72.490839285714 1
68.0777 72.490839285714 1
68.6918 72.490839285714 1
69.3059 72.490839285714 1
69.92 72.490839285714 1
70.5341 72.490839285714 31.033525762478
71.1482 72.490839285714 37.339554636176
71.7623 72.490839285714 39.628281312445
72.3764 72.490839285714 51.456730204386
72.9905 72.490839285714 53.211967045235
73.6046 72.490839285714 53.211967045235
74.2187 72.490839285714 53.211967038731
74.8328 72.490839285714 53.21196701994
75.4469 72.490839285714 53.211966970417
76.061 72.490839285714 53.211966974424
76.6751 72.490839285714 53.211966977315
77.2892 72.490839285714 53.211967027577
77.9033 72.490839285714 53.211967027908
60.0944 72.634778571429 1
60.7085 72.634778571429 1
61.3226 72.634778571429 1
61.9367 72.634778571429 1
62.5508 72.634778571429 1
63.1649 72.634778571429 1
63.779 72.634778571429 1
64.3931 72.634778571429 1
65.0072 72.634778571429 1
65.6213 72.634778571429 1
66.2354 72.634778571429 1
66.8495 72.634778571429 1
67.4636 72.634778571429 1
68.0777 72.634778571429 1
68.6918 72.634778571429 1.7459560669818
69.3059 72.634778571429 1
69.92 72.634778571429 1
70.5341 72.634778571429 30.962455913847
71.1482 72.634778571429 37.096386601135
71.7623 72.634778571429 39.99160054565
72.3764 72.634778571429 51.349046160706
72.9905 72.634778571429 53.211967045235
73.6046 72.634778571429 53.211967045235
74.2187 72.634778571429 53.211966994438
74.8328 72.634778571429 53.211966979668
75.4469 72.634778571429 53.211967042486
76.061 72.634778571429 53.21196704181
76.6751 72.634778571429 53.211967030131
77.2892 72.634778571429 53.211967028297
77.9033 72.634778571429 53.211967028229
