965	1
51.409515821	71.806138414
51.4013778	71.870510158
51.439626498	71.942206122
51.500254754	72.005682684
51.560313347	72.045111395
51.552907748	72.052557684
51.610036655	72.091701565
51.747813347	72.122503973
51.843109571	72.157945054
51.865733269	72.158677476
51.9560653	72.115057684
51.972829623	72.10944245
51.989919467	72.107123114
52.053070509	72.107814846
52.048675977	72.084662177
52.066742384	72.0742862
52.090017123	72.076076565
52.116709832	72.107652085
52.150889519	72.121730861
52.187754754	72.129217841
52.210785352	72.127630927
52.197438998	72.111476955
52.191254102	72.10171133
52.189707879	72.093491929
52.200368686	72.082749742
52.218109571	72.085679429
52.238942905	72.091498114
52.258148634	72.08978913
52.297048373	72.074530341
52.332286004	72.070624091
52.368418816	72.075344143
52.409434441	72.08608633
52.38941491	72.092840887
52.382578972	72.105210679
52.389170769	72.118475653
52.409434441	72.127630927
52.398285352	72.135443427
52.384125196	72.143011786
52.372406446	72.151597398
52.368418816	72.162420966
52.383148634	72.171698309
52.413259311	72.1680362
52.464610222	72.154974677
52.484141472	72.157538153
52.490082227	72.16421133
52.48324629	72.174139716
52.402028842	72.223211981
52.425059441	72.231431382
52.444834832	72.228583075
52.484548373	72.209621486
52.47925866	72.214178778
52.464610222	72.23065827
52.4716903	72.233384507
52.484629754	72.241400458
52.491384311	72.244330145
52.478526238	72.254828192
52.46371504	72.260809637
52.447520379	72.263576565
52.430186394	72.264227606
52.413584832	72.26951732
52.410004102	72.280422268
52.416514519	72.28929271
52.429942254	72.288723049
52.465830925	72.275580145
52.547373894	72.264960028
52.587575717	72.264227606
52.582367384	72.267238674
52.572764519	72.274725653
52.567067905	72.277899481
52.593760613	72.290961005
52.668793165	72.306382554
52.684336785	72.322577216
52.669281446	72.345363674
52.600108269	72.35541413
52.58073978	72.374090887
52.650401238	72.355169989
52.722911004	72.345160223
52.868174675	72.346747137
52.847829623	72.354315497
52.779307488	72.354193427
52.712575717	72.366522528
52.689952019	72.36717357
52.703623894	72.386175848
52.692230665	72.400295315
52.673350457	72.413275458
52.663340691	72.428697007
52.684092644	72.446926174
52.784678582	72.446193752
52.820323113	72.450384833
52.761078321	72.474351304
52.729665561	72.479803778
52.679372592	72.471502997
52.680023634	72.478745835
52.688649936	72.489447333
52.697438998	72.497626044
52.712412957	72.505926825
52.730153842	72.510931708
52.746836785	72.510972398
52.758311394	72.504380601
52.833506707	72.510646877
52.868907097	72.518744208
52.868174675	72.538560289
52.88184655	72.548244533
52.930186394	72.559027411
52.92448978	72.562323309
52.909678582	72.573309637
52.954763217	72.577704169
52.998383009	72.586981512
53.077484571	72.593573309
53.102061394	72.600653387
52.914235873	72.596991278
52.764903191	72.560370184
52.723968946	72.559027411
52.735606316	72.577134507
52.752126498	72.592596747
52.771739129	72.603461005
52.806000196	72.60927969
52.811778191	72.613918361
52.809336785	72.619859117
52.798187696	72.626044012
52.785492384	72.627101955
52.738454623	72.620510158
52.754893425	72.638373114
52.779795769	72.647691148
52.980235222	72.6758487
53.013031446	72.673529364
53.110118035	72.649807033
53.218109571	72.64842357
53.195974155	72.657049872
53.08855228	72.664740302
53.005869988	72.683172919
52.793711785	72.682114976
52.746918165	72.672430731
52.575043165	72.670640367
52.546641472	72.67572663
52.528981967	72.684556382
52.500010613	72.703436591
52.478282097	72.709906317
52.424327019	72.713202216
52.397634311	72.717922268
52.375254754	72.73037344
52.394053582	72.752020575
52.419200066	72.75409577
52.445485873	72.752183335
52.46778405	72.76170482
52.472341342	72.769924221
52.477793816	72.789455471
52.484548373	72.798570054
52.500173373	72.808010158
52.55347741	72.823187567
52.595957879	72.852443752
52.616709832	72.86322663
53.026866082	72.924994208
53.308441602	72.877630927
53.348155144	72.878119208
53.382009311	72.888617255
53.336924675	72.895086981
53.293304884	72.908433335
53.317230665	72.914862372
53.38941491	72.908433335
53.384776238	72.916734117
53.383555535	72.920233466
53.395681186	72.92963288
53.360118035	72.939927476
53.231781446	72.936428127
53.171560092	72.948716539
53.141937696	72.962469794
53.13933353	72.981105861
53.141856316	72.989203192
53.138926629	72.996405341
53.136892123	73.003485419
53.142425977	73.011542059
53.152842644	73.014227606
53.191742384	73.018296617
53.382009311	73.011542059
53.3623153	73.017808335
53.318532748	73.025702216
53.300140821	73.032660223
53.288828972	73.041978257
53.279470248	73.053045966
53.269297722	73.062323309
53.255707227	73.066107489
53.183604363	73.069891669
53.151540561	73.080064195
53.121918165	73.100897528
53.153819207	73.106390692
53.161306186	73.112005927
53.163422071	73.124823309
53.160004102	73.141424872
53.154795769	73.146795966
53.155609571	73.150580145
53.170258009	73.162339585
53.189707879	73.173285223
53.322520379	73.220851955
53.367360873	73.226996161
53.411631707	73.241115627
53.433848504	73.244289455
53.532725457	73.229559637
53.560801629	73.234686591
53.65503991	73.274888414
53.753184441	73.298895575
53.861827019	73.302150783
54.079600457	73.272935289
54.190765821	73.272202867
54.326182488	73.307684637
54.396983269	73.315619208
54.413747592	73.322007554
54.44410241	73.340521552
54.531993035	73.376410223
54.585459832	73.386175848
54.694509311	73.391424872
54.770192905	73.412014065
54.817718946	73.413031317
54.869639519	73.424139716
54.934825066	73.425360419
55.125498894	73.393784898
55.304209832	73.339341539
